,$\beta_1$,$\beta_2$,$\beta_3$,$\beta_4$
1063,0.3059742950237257,0.03336020154296737,0.1090118564072134,0.0007671952411564295
1064,0.30712820444133326,0.03347915489050583,0.1089173914720741,0.0007744781710788755
1065,0.3062509985210478,0.033394036832382686,0.10904412809035874,0.0007663059352196243
1066,0.3096523840807494,0.033844863284203254,0.10915174370724848,0.0007636378919406202
1067,0.3058753164713927,0.03346969446922883,0.109407042517802,0.000749164357591625
1068,0.30511242986027154,0.033185595301834,0.10888051228738459,0.0007708776805290226
1069,0.30610536339173816,0.033372734871088154,0.10902232849672092,0.000767861668122261
1070,0.307544386213204,0.03350677392076589,0.10885686450033008,0.0007746805626280633
1071,0.3068277737269101,0.03325214249563307,0.10855723685711093,0.0007883453641079638
1072,0.3071160562847488,0.03336046461132453,0.1086141063347285,0.0007858226583224116
1073,0.30599059102775794,0.03341546018134459,0.10914425709746702,0.0007638790221345422
1074,0.3062322330172914,0.033160003210202474,0.10846087985533147,0.0007911192240903081
1075,0.3049888913448767,0.03324004583367489,0.10897780625195189,0.0007704659945576533
1076,0.3043318523563228,0.03301136443936062,0.10866481263621752,0.0007795857796073084
1077,0.3066180790359565,0.03320184161781458,0.10841909816173606,0.0007914396175420584
1078,0.3073065397610763,0.03345030186940902,0.10881509523358068,0.0007781720516660273
1079,0.308536302721161,0.033608691806041154,0.10873756093730899,0.0007860086769444792
1080,0.3069108796873067,0.03340645556257527,0.10896643477511811,0.0007684064122101523
1081,0.3059261760485416,0.033369556583986645,0.10913180268189462,0.0007631845449352749
1082,0.30556155514420646,0.03315481882328241,0.10863942515193033,0.0007830245062628689
1083,0.30792079636335934,0.03363077513208141,0.1089987987274629,0.0007758805643696973
1084,0.3064350418406011,0.03341715884682977,0.10897651137118121,0.0007702530110743546
1085,0.30649547755448237,0.03348685921063413,0.109108092011523,0.000767161846866074
1086,0.3062969472021106,0.033245372320328294,0.10861150372251424,0.0007849588684856977
1087,0.3059742057459574,0.03340657400231196,0.10922424926010117,0.0007573564202232879
1088,0.3048014278785857,0.03324029968370357,0.10905443061577136,0.0007673630835336835
1089,0.308708575134905,0.03363130132093437,0.10880894435673358,0.0007801224478244877
1090,0.30611233491176365,0.0334325504395634,0.10903837168750724,0.0007695950499062246
1091,0.3077455977948346,0.033387400110954854,0.10850044214796195,0.000793171701375863
1092,0.30688384478974473,0.03351235546946188,0.10908341885387672,0.0007658728464526981
1093,0.30676599095611184,0.033471425478533025,0.1089927376318501,0.0007724918801179839
1094,0.30508424879514034,0.033286680778766876,0.10908921872298441,0.0007644137629911859
1095,0.3071815935502248,0.03361563915913561,0.10925584648973022,0.0007594149018886188
1096,0.30690123228508925,0.03343979331577452,0.10885031430954659,0.000776104355604197
1097,0.30591064470932305,0.033385183985756836,0.10909251947830079,0.0007648200015376021
